audit_id,dataset_index,test_position,target_decile,target,raw__MedInc,std__MedInc,raw__HouseAge,std__HouseAge,raw__AveRooms,std__AveRooms,raw__AveBedrms,std__AveBedrms,raw__Population,std__Population,raw__AveOccup,std__AveOccup,raw__Latitude,std__Latitude,raw__Longitude,std__Longitude
42,12306,1823,5,1.611,3.5882,-0.15949618821058148,21.0,-0.608016807713877,13.568627450980392,3.4132525339156983,2.788235294117647,3.96214515115282,658.0,-0.6652705995378487,2.5803921568627453,-0.04400658895877667,33.71,-0.8968302061683444,-116.68,1.4411559959224318
43,14526,2167,5,1.634,3.6196,-0.14318545889576512,17.0,-0.925311716254298,4.9366666666666665,-0.21003623733349552,1.05,-0.10425192734223673,1002.0,-0.37223314268425767,3.34,0.017333325326480613,32.92,-1.2664557952178959,-117.13,1.2164863691762697
44,17733,2686,5,1.645,4.5045,0.31647582679471126,15.0,-1.0839591705245084,5.299120234604105,-0.057895376685303986,1.1085043988269794,0.032612234416658455,1277.0,-0.13797354781583457,3.7448680351906156,0.05002726180936855,37.31,0.7875395667156907,-121.8,-1.115085090611738
45,6168,920,5,1.655,4.0167,0.0630881274390616,35.0,0.5025153721775962,4.950261780104712,-0.2043296518780283,0.9240837696335078,-0.3988181423018323,1093.0,-0.2947145131096158,2.8612565445026177,-0.02132620510115757,34.09,-0.719035619030584,-117.93,0.8170736994052994
46,14636,2185,5,1.663,3.1304,-0.39730038822086533,16.0,-1.0046354433894031,3.7909356725146197,-0.6909599057457972,1.1608187134502923,0.1549954220481673,1235.0,-0.17375137685028463,1.8055555555555556,-0.10657625716147204,32.8,-1.3226014543140325,-117.19,1.1865304189434462
47,13286,1980,5,1.664,4.7176,0.427170617144627,35.0,0.5025153721775962,6.703324808184143,0.5315232723469177,1.0,-0.2212210480434483,1074.0,-0.31089972148234324,2.7468030690537084,-0.030568561452680047,34.08,-0.7237144239552643,-117.65,0.9568681338251376
48,14542,2169,5,1.683,4.5221,0.32561814641065917,16.0,-1.0046354433894031,6.38494623655914,0.39788301002418447,1.1053763440860216,0.025294518165556695,1594.0,0.13206387608703857,3.4279569892473116,0.02443603527078081,32.92,-1.2664557952178959,-117.15,1.2065010524319906
49,14720,2199,5,1.772,4.1162,0.11477340026785848,27.0,-0.13207444490324566,6.334224598930481,0.3765924661174908,0.9893048128342246,-0.246241180813761,927.0,-0.4361221231029185,2.478609625668449,-0.052225740190034474,32.8,-1.3226014543140325,-117.02,1.2714056112697771
50,7158,1050,6,1.819,1.5078,-1.2401599228138893,22.0,-0.5286930805787718,3.96684350132626,-0.6171221211643055,1.0490716180371353,-0.10642376777965974,2486.0,0.8919168165329782,3.297082228116711,0.013867625923269629,34.04,-0.7424296436539753,-118.16,0.7022425568461521
51,730,98,6,1.828,4.0588,0.08495697152039154,45.0,1.2957526435286484,5.822274881516588,0.1617001943730668,1.0545023696682465,-0.09371916291890485,1129.0,-0.2640478025086586,2.675355450236967,-0.03633810537419108,37.68,0.9606553489287708,-122.13,-1.2798428168922602
52,738,101,6,1.869,4.7933,0.4664929804927671,37.0,0.6611628264478067,6.0,0.2363007911853328,1.021543985637343,-0.17082142691545765,1635.0,0.16698985204923983,2.9353680430879714,-0.01534154734406785,37.67,0.9559765440040938,-122.14,-1.2848354752643998
53,3461,511,6,1.894,4.26,0.1894703071299789,23.0,-0.4493693534436666,5.104105571847508,-0.1397533062392675,0.9398826979472141,-0.3618584072443183,1952.0,0.437027275952113,2.8621700879765397,-0.021252434564304243,34.32,-0.6114231057629944,-118.45,0.5574554640541742
54,15343,2298,6,1.898,3.8958,0.00028662507723687536,4.0,-1.956520169010666,6.631768953068592,0.5014875095769502,1.036101083032491,-0.13676680927001025,934.0,-0.4301591515971768,3.371841155234657,0.019904564881842245,33.23,-1.1214128425528842,-117.35,1.1066478849892551
55,8280,1225,6,1.986,3.5812,-0.1631323380578336,12.0,-1.321930351929824,4.4271457085828345,-0.4239090308123708,1.1307385229540918,0.08462635339085715,2176.0,0.6278423641358467,2.1716566866267466,-0.07701282887077061,33.78,-0.8640785716955991,-118.15,0.7072352152182846
56,15471,2319,6,1.99,3.0139,-0.4578163106787028,11.0,-1.4012540790649293,5.347712418300653,-0.03749867679781973,1.1294117647058823,0.08152255847733426,1927.0,0.4157309491458927,2.518954248366013,-0.04896782793899884,33.15,-1.1588432819503063,-117.2,1.1815377605713067
57,11110,1645,6,2.013,3.2303,-0.3454073354007967,13.0,-1.242606624794719,3.6643518518518516,-0.7440938051563115,1.0972222222222223,0.006218908875574216,1672.0,0.19850841572244585,3.8703703703703702,0.06016183657985938,33.85,-0.8313269372228539,-117.89,0.8370443328938507
58,14292,2134,6,2.032,2.625,-0.6598304071924629,50.0,1.6923712792041745,4.74223602484472,-0.29164902252830693,1.049689440993789,-0.1049784436198839,728.0,-0.605640884480432,2.260869565217391,-0.06980870324814667,32.74,-1.3506742838620975,-117.13,1.2164863691762697
59,1456,198,6,2.041,3.65,-0.1273941795591278,22.0,-0.5286930805787718,5.531481481481482,0.03963888206784149,1.0425925925925925,-0.12158068596463872,1420.0,-0.016158558484254567,2.6296296296296298,-0.040030560556187283,37.96,1.0916618868197518,-121.98,-1.2049529413102085
60,15570,2337,7,2.109,5.0278,0.5883040003757105,14.0,-1.1632828976596137,6.230088495575221,0.33288105646252253,1.1084070796460177,0.032384567636169474,1448.0,0.007693327538712147,3.2035398230088497,0.006313882023450209,32.99,-1.2337041607451507,-116.89,1.3363101701075566
61,15883,2398,7,2.173,4.3393,0.23066269039956275,43.0,1.137105189258438,5.071949947862357,-0.15325071595058512,1.013555787278415,-0.18950887767607064,3134.0,1.4439176073502078,3.267987486965589,0.011518165021193218,37.73,0.9840493735521588,-122.39,-1.4096519345678262
62,16663,2530,7,2.193,3.0833,-0.42176648219308976,44.0,1.2164289163935433,5.116704805491991,-0.13446474400745584,0.9405034324942791,-0.3604062717611371,1036.0,-0.34327013822779806,2.3707093821510297,-0.060938909424019035,35.29,-0.1575790280692412,-120.67,-0.5509146945602525
63,11025,1630,7,2.223,4.1339,0.12396766488162415,26.0,-0.21139817203835087,4.280388978930308,-0.4855105630646433,1.0259319286871962,-0.16055635011089114,3657.0,1.889436764136336,5.927066450567261,0.22624432560348354,33.79,-0.8593997667709222,-117.82,0.8719929414988138
64,17449,2634,7,2.231,5.3765,0.7694362077666802,15.0,-1.0839591705245084,6.502976190476191,0.44742640084633256,1.1488095238095237,0.12690133499587133,827.0,-0.5213074303277996,2.4613095238095237,-0.053622759421391934,34.74,-0.4149132989265229,-120.46,-0.4460688687453703
65,11267,1662,7,2.256,5.4631,0.8144205758769697,35.0,0.5025153721775962,6.589403973509934,0.48370469538622374,1.0463576158940397,-0.11277285666484162,1614.0,0.1491009375320148,3.562913907284768,0.035334087284606935,33.8,-0.8547209618462452,-117.97,0.7971030659167551
66,8013,1182,7,2.262,5.296,0.7276204845232818,35.0,0.5025153721775962,6.806083650190114,0.5746565728437649,1.0228136882129277,-0.16785110703909334,924.0,-0.4386776823196649,3.5133079847908744,0.03132830579971678,33.84,-0.8360057421475309,-118.1,0.7321985070789756
67,10222,1512,7,2.296,5.3836,0.7731243026117504,33.0,0.34386791790738575,6.591666666666667,0.484654466928568,1.0666666666666667,-0.06526222044183305,771.0,-0.569011202373733,3.2125,0.007037434964067464,33.88,-0.8172905224488197,-117.89,0.8370443328938507
68,13255,1975,7,2.305,5.0681,0.6092378344963187,19.0,-0.7666642619840874,5.939655172413793,0.2109708873941333,1.139655172413793,0.10548580632890096,1635.0,0.16698985204923983,2.8189655172413794,-0.024741293571710784,34.11,-0.7096780091812301,-117.66,0.9518754754530051
69,6618,980,7,2.306,3.4777,-0.21689541079934593,47.0,1.454400097798859,4.873180873180873,-0.23668457001463258,1.0665280665280665,-0.06558645916865549,1537.0,0.08350825096885635,3.1954261954261955,0.005658689709470146,34.18,-0.6769263747084848,-118.12,0.7222131903346963
70,15039,2243,8,2.414,5.5,0.8335882800717698,35.0,0.5025153721775962,6.60625,0.4907758603447745,0.990625,-0.24315275817492552,881.0,-0.4753073644263638,2.753125,-0.03005805237109759,32.77,-1.3366378690880634,-117.0,1.2813909280140494
71,19348,2904,8,2.446,4.5913,0.3615640849006367,16.0,-1.0046354433894031,6.338593974175036,0.3784265231361163,1.0100430416068866,-0.1977265331249841,1908.0,0.3995457407731653,2.7374461979913915,-0.03132414826517299,38.62,1.4004630118484898,-122.85,-1.639314219686128
72,11032,1634,8,2.48,4.25,0.18427580734819038,24.0,-0.37004562630856136,5.35343618513324,-0.035096110264912585,1.1037868162692848,0.02157600474448024,1656.0,0.18487876656646487,2.3225806451612905,-0.06482540510502117,33.78,-0.8640785716955991,-117.84,0.8620076247545346
73,19241,2886,8,2.542,5.4886,0.8276665503205307,6.0,-1.7978727147404554,6.739217652958876,0.5465893905430074,1.0190571715145436,-0.17663903614128162,2699.0,1.073361520921975,2.7071213640922767,-0.033772941716809675,38.54,1.3630325724510677,-122.75,-1.58938763596476
74,16647,2527,8,2.589,4.2411,0.17965270254239865,27.0,-0.13207444490324566,6.436708860759493,0.41961051084605533,1.0791139240506329,-0.036143325414949204,768.0,-0.5715667615904795,2.430379746835443,-0.056120403285384285,35.27,-0.1669366379185951,-120.65,-0.5409293778159804
75,20365,3054,8,2.593,6.3522,1.2762635514757972,17.0,-0.925311716254298,7.430340557275541,0.8366900897160506,1.089783281733746,-0.011183617682139968,1067.0,-0.3168626929880849,3.303405572755418,0.014378249163456923,34.18,-0.6769263747084848,-118.92,0.322800520563733
76,18638,2806,8,2.624,3.5943,-0.15632754334369042,14.0,-1.1632828976596137,5.001473839351511,-0.1828332521772009,1.0714812085482683,-0.053999165832430945,3416.0,1.6841401737243726,2.5173176123802508,-0.049099989701136784,36.99,0.6378178091259986,-121.98,-1.2049529413102085
77,8396,1243,8,2.625,2.2297,-0.8651689835665678,35.0,0.5025153721775962,2.5810055865921786,-1.1988313157139663,0.9748603351955307,-0.2800323377814876,1376.0,-0.05364009366320226,3.8435754189944134,0.05799808848861982,33.95,-0.7845388879760745,-118.37,0.5973967310312699
78,19315,2899,8,2.698,4.6705,0.40270452317240235,19.0,-0.7666642619840874,6.3896103896103895,0.39984080082053425,1.1363636363636365,0.09778564477803774,852.0,-0.5000111035215793,2.7662337662337664,-0.02899949221478885,38.43,1.3115657182796112,-122.91,-1.6692701699189514
79,17995,2725,8,2.83,7.5443,1.8954998704628205,33.0,0.34386791790738575,6.309523809523809,0.36622424328440945,1.0386904761904763,-0.13070922845322494,907.0,-0.4531591845478947,2.699404761904762,-0.03439607340381367,37.29,0.7781819568663335,-121.98,-1.2049529413102085
80,14381,2147,9,2.868,2.9904,-0.4700233851659061,36.0,0.5818390993127014,4.3675417661097855,-0.4489279460833061,1.026252983293556,-0.15980528061083132,755.0,-0.582640851529714,1.801909307875895,-0.1068706992504445,32.74,-1.3506742838620975,-117.25,1.1565744687106227
81,15735,2363,9,2.875,2.6392,-0.6524542175023229,26.0,-0.21139817203835087,3.8322649572649574,-0.6736118272383294,1.1047008547008548,0.023714290177037408,1821.0,0.3254345234875187,1.9455128205128205,-0.0952744167267802,37.78,1.0074433981755502,-122.43,-1.4296225680563777
82,19114,2864,9,2.911,6.2034,1.1989693947227826,22.0,-0.5286930805787718,6.532293986636971,0.4597326246906494,1.0267260579064588,-0.15869857818088545,1283.0,-0.1328624293823417,2.8574610244988863,-0.02163270124097533,38.21,1.2086320099366985,-122.63,-1.529475735499113
83,282,38,9,2.93,7.0712,1.6497480857864004,24.0,-0.37004562630856136,7.589506172839506,0.9035002852268879,0.9783950617283951,-0.27176326069211987,916.0,-0.4454925068976554,2.8271604938271606,-0.02407953215641866,37.77,1.0027645932508733,-122.13,-1.2798428168922602
84,4634,683,9,3.0,1.8829,-1.0453142359989973,28.0,-0.05275071776814042,2.1992417860151643,-1.359077698484122,1.0657118786857624,-0.06749583465348205,5840.0,3.7490320208554913,2.459983150800337,-0.053729866802429194,34.07,-0.7283932288799412,-118.3,0.632345339636233
85,9293,1359,9,3.109,5.4781,0.822212325549653,27.0,-0.13207444490324566,6.382413087934561,0.3968197140713088,1.0858895705521472,-0.020292497145661864,1318.0,-0.10304757185363331,2.6952965235173822,-0.034727822203963615,38.01,1.1150559114431398,-122.53,-1.4795491517777453
86,1661,225,9,3.204,7.5695,1.9085900099129278,16.0,-1.0046354433894031,7.992990654205608,1.0728639822172386,0.9976635514018691,-0.22668689480518722,1341.0,-0.08345495119191065,3.133177570093458,0.0006319836574168212,37.93,1.0776254720457177,-121.94,-1.184982307821657
87,17862,2708,9,3.205,5.6063,0.8888058127521831,16.0,-1.0046354433894031,6.417391304347826,0.4115019145510444,0.9695652173913043,-0.2924196432528815,1525.0,0.0732860141018706,3.3152173913043477,0.015332078094911817,37.45,0.8530428356611811,-121.9,-1.165011674333113
88,18118,2744,9,3.401,6.3197,1.2593814271849844,33.0,0.34386791790738575,6.131578947368421,0.29153140847441406,1.0382775119617225,-0.1316753097075927,1230.0,-0.17801064221152868,2.9425837320574164,-0.014758865441960556,37.31,0.7875395667156907,-122.02,-1.2249235747987528
89,11610,1711,9,3.591,6.6264,1.4186967354924418,25.0,-0.2907218991734561,7.226993865030675,0.751334768359587,1.0122699386503067,-0.19251696934376467,937.0,-0.4276035923804304,2.874233128834356,-0.020278318908544354,33.78,-0.8640785716955991,-118.05,0.7571617989396594
90,1571,214,10,3.866,6.5617,1.3850883219042693,30.0,0.10589673650207003,7.200367647058823,0.7401583417041787,1.0091911764705883,-0.1997193714439607,1330.0,-0.09282533498664758,2.4448529411764706,-0.054951662719665714,37.83,1.0308374227989383,-122.01,-1.2199309164266203
91,18148,2750,10,4.473,7.7799,2.0178822853217606,25.0,-0.2907218991734561,7.045936395759718,0.6753354083355699,1.0141342756183747,-0.1881555722268512,704.0,-0.6260853582144034,2.487632508833922,-0.051497123595331935,37.34,0.8015759814897249,-122.04,-1.234908891543032
92,9313,1363,10,4.878,6.0762,1.132895357498431,37.0,0.6611628264478067,7.070692194403534,0.6857267214439946,1.0294550810014726,-0.152314349544944,1830.0,0.33310120113775804,2.695139911634757,-0.0347404689394378,37.98,1.1010194966691056,-122.51,-1.4695638350334732
93,6702,989,10,4.932,4.8304,0.4857645746832028,39.0,0.8198102807180171,5.523684210526316,0.03636595659885881,1.0447368421052632,-0.11656446636341693,1500.0,0.05198968729565033,3.9473684210526314,0.06637958942647972,34.13,-0.700320399331873,-118.13,0.7172205319625639
94,9850,1456,10,5.0,1.2656,-1.36597070752881,19.0,-0.7666642619840874,3.791907514450867,-0.690551972477445,1.1560693641618498,0.14388487784472642,248.0,-1.0145303591598613,1.4335260115606936,-0.13661841713441056,36.6,0.45534441706356127,-121.89,-1.1600190159609733
95,10805,1594,10,5.00001,3.6607,-0.121836064792614,25.0,-0.2907218991734561,4.771084337349397,-0.27953986571220646,1.0602409638554218,-0.08029439659620538,569.0,-0.7410855229679929,2.285140562248996,-0.06784876972325367,33.62,-0.9389394504904468,-117.94,0.8120810410331668
96,14807,2207,10,5.00001,5.1009,0.6262757937805855,52.0,1.851018733474385,6.123333333333333,0.2880702897909648,1.0433333333333332,-0.11984781010239863,668.0,-0.6567520688153606,2.2266666666666666,-0.0725706584917153,32.69,-1.374068308485489,-117.18,1.191523077315579
97,15672,2353,10,5.00001,7.9761,2.1197983710404538,52.0,1.851018733474385,7.709756097560976,0.9539755147690134,1.1512195121951219,0.13253921944314226,842.0,-0.5085296342440674,2.053658536585366,-0.08654142507307362,37.8,1.0168010080249041,-122.44,-1.4346152264285101
98,15698,2357,10,5.00001,14.2959,5.402618343135236,52.0,1.851018733474385,8.172727272727272,1.1483089115843061,0.8727272727272727,-0.5189606280101685,304.0,-0.9668265871139279,2.7636363636363637,-0.029209237880435168,37.79,1.012122203100227,-122.46,-1.4446005431727822
